paper_pmcid,paper_pmid,paper_title,paper_year,paper_url_pmc,paper_url_pubmed,dataset_accession,dataset_osdr_view,dataset_osdr_api,mission,organism,assay,project_type,data_source,evidence_type,confidence,evidence_notes,mined_mission_terms,mined_organism_terms,mined_assay_terms
PMC8441986,nan,Circulating miRNA spaceflight signature reveals targets for countermeasure development,2020.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8441986/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-63,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-63/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-63/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS;RR-8;RR14510;RR2289;Rodent Research;rr29,;Mice;Mouse;mice;mouse;s,RNA-seq;transcriptomic;transcriptomics
PMC9400218,nan,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400218/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-302,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-302/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-302/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS,Saccharomyces cerevisiae,
PMC9400218,nan,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400218/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-303,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-303/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-303/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS,Saccharomyces cerevisiae,
PMC9400218,nan,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400218/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-309,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-309/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-309/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS,Saccharomyces cerevisiae,
PMC9400218,nan,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400218/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-311,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-311/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-311/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS,Saccharomyces cerevisiae,
PMC9400218,nan,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400218/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-350,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-350/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-350/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS,Saccharomyces cerevisiae,
PMC9400218,nan,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400218/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-67,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-67/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-67/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS,Saccharomyces cerevisiae,
PMC9400218,nan,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400218/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-69,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-69/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-69/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS,Saccharomyces cerevisiae,
PMC9576569,nan,Muscle atrophy phenotype gene expression during spaceflight is linked to a metabolic crosstalk in both the liver and the muscle in mice.,2022.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9576569/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-103,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-103/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-103/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;RR1;Rodent Research;SpaceX-4,;Mice;Mouse;mice;mouse;s,RNA-seq;RNAseq;Transcriptomic;metabolomics;transcriptomic;transcriptomics
PMC9576569,nan,Muscle atrophy phenotype gene expression during spaceflight is linked to a metabolic crosstalk in both the liver and the muscle in mice.,2022.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9576569/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-168,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-168/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-168/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;RR1;Rodent Research;SpaceX-4,;Mice;Mouse;mice;mouse;s,RNA-seq;RNAseq;Transcriptomic;metabolomics;transcriptomic;transcriptomics
PMC10789781,nan,Chromosomal positioning and epigenetic architecture influence DNA methylation patterns triggered by galactic cosmic radiation,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10789781/,https://pubmed.ncbi.nlm.nih.gov/nan/,GLDS-317,https://visualization.osdr.nasa.gov/biodata/dataset/GLDS-317/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/GLDS-317/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,RR13466;RR13792;RR14267,mice;mouse,Proteomic;RNA-Seq;RNA-seq;microarray;transcriptomic;y
PMC10789781,nan,Chromosomal positioning and epigenetic architecture influence DNA methylation patterns triggered by galactic cosmic radiation,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10789781/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-109,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-109/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-109/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,RR13466;RR13792;RR14267,mice;mouse,Proteomic;RNA-Seq;RNA-seq;microarray;transcriptomic;y
PMC10789781,nan,Chromosomal positioning and epigenetic architecture influence DNA methylation patterns triggered by galactic cosmic radiation,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10789781/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-117,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-117/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-117/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,RR13466;RR13792;RR14267,mice;mouse,Proteomic;RNA-Seq;RNA-seq;microarray;transcriptomic;y
PMC10789781,nan,Chromosomal positioning and epigenetic architecture influence DNA methylation patterns triggered by galactic cosmic radiation,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10789781/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-159,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-159/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-159/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,RR13466;RR13792;RR14267,mice;mouse,Proteomic;RNA-Seq;RNA-seq;microarray;transcriptomic;y
PMC10789781,nan,Chromosomal positioning and epigenetic architecture influence DNA methylation patterns triggered by galactic cosmic radiation,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10789781/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-294,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-294/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-294/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,RR13466;RR13792;RR14267,mice;mouse,Proteomic;RNA-Seq;RNA-seq;microarray;transcriptomic;y
PMC10789781,nan,Chromosomal positioning and epigenetic architecture influence DNA methylation patterns triggered by galactic cosmic radiation,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10789781/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-530,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-530/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-530/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,RR13466;RR13792;RR14267,mice;mouse,Proteomic;RNA-Seq;RNA-seq;microarray;transcriptomic;y
PMC10789781,nan,Chromosomal positioning and epigenetic architecture influence DNA methylation patterns triggered by galactic cosmic radiation,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10789781/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-80,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-80/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-80/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,RR13466;RR13792;RR14267,mice;mouse,Proteomic;RNA-Seq;RNA-seq;microarray;transcriptomic;y
PMC11166946,nan,Aging and putative frailty biomarkers are altered by spaceflight,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166946/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-101,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-101/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-101/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS;RR1;Rodent Research;rodent research,;Mouse;Mus musculus;mice;mouse;s,Metabolomics;RNA-Seq;RNA-seq;metabolomics;microarray;proteomic;proteomics;transcriptomic
PMC11166946,nan,Aging and putative frailty biomarkers are altered by spaceflight,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166946/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-103,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-103/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-103/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS;RR1;Rodent Research;rodent research,;Mouse;Mus musculus;mice;mouse;s,Metabolomics;RNA-Seq;RNA-seq;metabolomics;microarray;proteomic;proteomics;transcriptomic
PMC11166946,nan,Aging and putative frailty biomarkers are altered by spaceflight,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166946/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-104,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-104/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-104/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS;RR1;Rodent Research;rodent research,;Mouse;Mus musculus;mice;mouse;s,Metabolomics;RNA-Seq;RNA-seq;metabolomics;microarray;proteomic;proteomics;transcriptomic
PMC11166946,nan,Aging and putative frailty biomarkers are altered by spaceflight,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166946/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-105,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-105/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-105/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS;RR1;Rodent Research;rodent research,;Mouse;Mus musculus;mice;mouse;s,Metabolomics;RNA-Seq;RNA-seq;metabolomics;microarray;proteomic;proteomics;transcriptomic
PMC11166946,nan,Aging and putative frailty biomarkers are altered by spaceflight,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166946/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-127,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-127/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-127/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS;RR1;Rodent Research;rodent research,;Mouse;Mus musculus;mice;mouse;s,Metabolomics;RNA-Seq;RNA-seq;metabolomics;microarray;proteomic;proteomics;transcriptomic
PMC11166946,nan,Aging and putative frailty biomarkers are altered by spaceflight,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166946/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-195,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-195/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-195/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS;RR1;Rodent Research;rodent research,;Mouse;Mus musculus;mice;mouse;s,Metabolomics;RNA-Seq;RNA-seq;metabolomics;microarray;proteomic;proteomics;transcriptomic
PMC11166946,nan,Aging and putative frailty biomarkers are altered by spaceflight,nan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166946/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-202,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-202/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-202/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,ISS;RR1;Rodent Research;rodent research,;Mouse;Mus musculus;mice;mouse;s,Metabolomics;RNA-Seq;RNA-seq;metabolomics;microarray;proteomic;proteomics;transcriptomic
